,texts,track
1422,"b'The current paradigm of part creation, characterization, and documentation is extremely rate-limiting for scientific discovery. The 2019 Stanford iGEM team envisions an alternative model for facile part creation where final genetic device performance necessarily conforms to initial design specifications. To make this future a reality, we focused on developing self-selecting systems (SSS): directed evolution platforms that selectively amplify the genotypes corresponding to desirable phenotypes. Specifically, we developed Directed Chassis-agnostic Evolution, or DiCE, a novel, easy-to-implement selection-based directed evolution platform built off Qbeta replicase, an RNA-based RNA polymerase, capable of evolving proteins in vivo and in vitro. Furthermore, we generated standard selection schema compatible with PREDCEL (Heidelberg 2017) to expand the range of synthetic biological parts that can be created by any SSS. Taken together, our work on SSS presents a foundational advance towards a future where part creation is easier, faster, and more accessible.'",['Foundational Advance']
1423,"b'Public interest in sustainable and eco-friendly processes is as high as never before. Given the growing scientific and industrial interest in Vibrio natriegens, we aim to establish V. natriegens as an alternative protein production organism to E. coli while also creating a sustainable, eco-friendly substrate based on microalgae. Our in-silico simulations revealed tRNA availability as a bottleneck in mRNA translation. Our goal was to enhance the applicability of V. natriegens by improving protein expression through increased tRNA availability. To establish a change towards sustainable cultivation of microorganisms, we used CO2 fixing phototrophic microalgae as a base for a climate-friendly substrate. In order to produce an algae-substrate, we cultivated Chlorella vulgaris and Chlorella sorokiniana in a self-built bioreactor. The produced biomass was disrupted, the nutrients were analyzed qualitatively and quantitatively and used for cultivation. Using optimized V. natriegens coupled with our climate-friendly substrate we aim to shape the future of biotechnology.'",['Foundational Advance']
1424,"b'Intramolecular isopeptide bonds are crosslinks found in the surface proteins of gram-positive bacteria, which confer significant structural, thermal, and proteolytic stability to the parent protein. By combining machine learning and rational design approaches, we sought to adapt this crosslinking to stabilise the antibody CH3 domain, with a view to creating long-lasting Immunotherapeutics. We also undertook a search of known protein structures to identify suitable candidate proteins for stabilisation via isopeptide bonding, and present this list for future work.'",['Foundational Advance']
1425,"b'Accurate manipulation of mammalian cells\' behavior remains challenging, because mammalian cell processes a complex multi-level network of gene expression regulation and protein transportation. To better understand this network and actualize precise manipulation, we raised three essentials as a ""controlling hoop"" on the mammalian cells. First is to effectively switch the input and to visualize the output of the whole regulation network, thus we transfected into HeLa cell a light-switchable transcriptional factor ""LightOn"" (2012, X.Wang et al) to control cytokine gene expression (input) in and we applied a microfluidics chip to directly observe the cell migration triggered by the cytokine expression (output). Second is to prevent the cell-cell variation during the experiment, hence we designed a automatic illumination and sample collection system to standardize the various factors in experimental conditions. Third, we calibrated mathematical models from experimental data to design input sequences for achieving desired dynamic range of protein expression.'",['Foundational Advance']
1426,"b'The goal of our project is to develop the autolytic yeast strain beneficial for biotech companies. The use of the strain as a basis for yeast cell factories will ease the extraction of valuable compounds from the cells. Usually, chemical cell lysis method is used but it is quite expensive and time-consuming for large scale production. To achieve our goal, we want to introduce extra copies of the genes encoding for yeast cell wall degrading enzymes (glucanases) and modify some enzymes involved in the cell wall biosynthesis. Initially, we will induce the production of glucanases and downregulate cell wall synthesizing enzymes to make the cell wall weaker and to promote releasing of the cellular content into the media. As a next step, we hope to develop a fully automated system to control lysis of the cells. The lysis will be self-activated at a certain point of the cell lifespan.'",['Foundational Advance']
1427,"b'Cystic fibrosis(CF) is a progressive genetic disease that causes de- generation of lung conditions and induces the proliferation of mul- tidrug resistant bacterial strains (MRBS). Combination of treatments with antibiotics and mucolytics has become an alternative for treate- ments against P. aeuroginosa, an opportunist pathogen that grows in the respiratory tract of CF patients and has become their principal cause of death. We present a conceptual pipeline for the discovery of antibiotics using a variety of whole-cell biosensors that, when co-cultivated with secondary metabolite producers, sense the presence of antibiotics and the possible chemical identification of such compounds, using a mi- crofluidic system coupled to a mass-spectrometer; as well as a new treatment using a neuraminidase as a mucolytic to reduce the viscos- ity of mucines in CF patients lungs.'",['Foundational Advance']
1428,"b""We present POSEIDON, a molecular toolkit that harnesses the versatility of nucleic acid networks to investigate intramolecular events that regulate gene expression. With functionality determined entirely by the secondary structure of DNA, strand displacement has emerged as a highly adaptable artificial molecular system with programmable behaviour for cell-free biochemical networks. Through the exploitation of DNA Strand Displacement molecular computation, our toolkit is able to quantify and characterize DNA-Protein interactions. Our team has utilized the principles of DNA circuitry to shed light into the mechanisms of gene activation and transcription factor binding by introducing the protein's target sequence in the processing algorithm. As a proof-of-concept, transcription factors participating in metastatic melanoma are being examined through the lens of molecular programming, to elucidate potential intracellular pathways and therapeutic targets. For the projects outgrowth, we envision an ensemble of advanced modular DNA circuits able to thoroughly investigate complex protein behaviours in malignant pathways.""",['Foundational Advance']
1429,"b'Since the Darwin era, the formation, accumulation and even retention of differences between species and species has not only been a core issue in evolutionary biology, but also one of the fundamental problems facing the entire life sciences. Cell fusion, as an effective way to exchange genetic material among distant species, is of great significance for the study of species evolution. The goal of iGEM Tianjin this year is to integrate a new chassis organism that contains a set of heterogeneous chromosome stabilization elements. To this end, we have combined Saccharomyces cerevisiae and Yarrowia lipolytic yeast to establish a key component of the chromosome by centromere, and at the same time created a new system based on sequential single-base editing technology to characterize the fusion results.'",['Foundational Advance']
1430,"b'Engineering non-model bacteria is extremely laborious and expensive, which restricts the scope of synthetic biology to a small subset of the bacterial cosmos. In our project, we developed a tool that aims to expand the repertoire of bacterial species and broaden the range of substrates and environmental conditions which is currently used in synthetic biology. Sci-Phi 29 is a tool used to express genetic circuits independently of the bacterial host. Orthogonal replication of an exogenous DNA molecule is performed by the phi29 bacteriophage DNA replication system based on only four proteins. Furthermore, we developed a predictable and transferable expression system across multiple bacterial species. Our approach is based on an incoherent feed forward loop that ensures independence to DNA copy number and is robust to transcriptional and translational variations Sci-Phi 29 is a versatile platform to further explore the bacterial diversity providing new opportunities for the advancement of synthetic biology.'",['Foundational Advance']
1431,"b'Our team aims to improve and expand function of a bioelectric chemical sensor, by genetically engineering Shwanella Oneidensis to emit electrical current in response to concentrations of an analyte. We are focusing on dampening effects of leaky transcription by adding degradation tags to the output protein, as well as testing the sensor with new constructs for detecting different analytes than was previously used with this sensor (Arabinose, Mercury, etc).'",['Foundational Advance']
1432,"b'Our goal is the development of a standardized, modular system based on biological nanoparticles to accelerate the research and development of novel vaccines, targeted drug delivery and other promising applications. The toolkit is based on virus-like particles (VLPs) which offer a multitude of desirable properties. VLPs are protein shells of viruses which are no longer infectious due to the lack of nucleic acids. For our purposes we use the bacteriophage P22 whose capsid can be produced via heterologous expression in variable hosts. The complex protein shell consists of two important compounds: the scaffold-protein (SP) and the coat-protein (CP). The CP is modified with an extension-tag. Therefore, an enzyme called sortase can connect any protein of interest which contains a corresponding tag. With the sortase modification the VLP functionality can be adapted to ones liking in no time, leading to a reduction in production and development costs for VLP-based technologies.'",['Foundational Advance']
1433,"b'Mammalian synthetic biology promises a future built on advances in personalized medicine, modeling, and manufacturing. However, fewer than 5% of iGEM teams have used mammalian cells in their projects. We examined the factors hindering the accessibility of mammalian synthetic biology, focusing on challenges that limit the rapid prototyping of synthetic systems. Specifically, we worked to simplify the process of characterizing mammalian parts and devices. Through our work characterizing the transfer functions of endogenous gene expression for light-activated CRISPR/dCas9-based effector (LACE) systems, we developed generalizable methods and tools that have application for LACE and other device classes. Our toolkit allowed us to make quantitative comparisons between multiple device variants and to explore the contextual dependence of device function in different cell lines and for multiple genes. We share our methods and propose these foundational advances may help accelerate the spread of mammalian synthetic biology throughout iGEM and beyond.'",['Foundational Advance']
1434,"b'The BioBrickTM Standard 10 was updated to allow site-directed chromosomal modification in E. coli. This design is incompatible with Saccharomyces cerevisiae. In this project, we develop a library of flexible plasmids that adhere to the Standard and Type IIS Assembly and that allow for the systematic and efficient cloning of a desired gene within target yeast chromosomal loci, while maintaining the plasmids compatibility with E. coli. Our plasmid library targets the Ade2, His3, Ade4, and Gal4 loci, and is equipped with KanMX, NatMX, Ura3, and His3 yeast-selectable markers as well as RFP to enable colorimetric selection in E. coli. We use our experimental procedure to develop simple protocols to allow individuals with minimal laboratory experience to reproduce and expand our library. Finally, we endeavour to expedite and reduce the cost of cloning by making a DIY Gibson Assembly kit, in which all the required enzymes are harvested in the laboratory.'",['Foundational Advance']
1435,"b'Bioproduction, a industrial process that generates useful products through microorganisms, performed in bioreactors and occuring in two main steps: upstream (induction and production of bacterial metabolites) and downstream (isolation and purification). The most common inductor used in bioproduction are expensive chemical compounds (IPTG and arabinose) that lacks in control of what and how much metabolite can be produced. In this way, our goal is to built a genetic circuit that can switch between two different states of activation with just a single input of blue led light and to compare the efficiency between chemical and light inductors by seeing strength and lack. The circuit was built in E.coli and works based on inhibition handles and recombinases, inverting the promoter region according to the presence and absence of the same blue light input, as output fluorescent proteins are used. The project allows a more practical, controlled and economical bioproduction pathway.'",['Foundational Advance']
1436,"b'Synthetic biology aims to design cellular functions rationally. This goal often requires a signal input and for that chemical inducers are mostly used. However, chemical effectors are not optimal as they might cross-react with other pathways, be toxic, work with a delay, and are usually irreversible. In contrast, light-inducible systems are minimally invasive; also, the signal is delivered quickly and in high resolution. These features open new possibilities in research on how protein expression dynamics affect the operation of a synthetic circuit. To realize the potential of optogenetics in bacteria, we have created a three-level light-controlled system for dynamic bacterial control. It includes (1) a repressor based tool for tight transcriptional control, (2) a way to control steady-state protein levels by light-activated degradation, (3) a framework to maintain different plasmid copy numbers in bacterial growth and production stages. Thus Colight provides an innovative approach for real-time bacterial control.'",['Foundational Advance']
1437,"b'Although biosensors are commonly used to detect many different molecules of interest, they cannot effectively detect small hydrophobic molecules in biological systems. We propose combining chemically induced dimerization (CID), in which two proteins dimerize only in the presence of a ligand, with a traditional luciferase assay to create a biosensor that luminesces when the desired molecule is introduced. Using molecule-specific nanobodies, we can design the two CID binders to attach to a wide variety of small molecules, even those that are challenging for conventional biosensors to detect. Through its specificity and ability to bind to small or hydrophobic molecules, the CID system overcomes problems that other biosensors face. As a proof-of-concept, we implemented an in vivo CID biosensor to detect the presence of cannabidiol. With the nanobody CID system, we hope to introduce a novel biosensor that can detect a variety of important small molecules across research, biotechnology, and medicine.'",['Foundational Advance']
1438,"b'Our iGEM project aims to create a toolkit for the precise, controlled design of living biomaterials. Of the many forms of living materials, we have chosen bacterial biofilms due to their ubiquity and outstanding bioengineering potential. Biofilm formation, although frequently associated with deleterious effects, also equips bacteria with emergent properties such as increased resilience, complex signaling, self-repair, and division of labor. Our project harnesses these properties to repurpose biofilms as robust, spatially controlled, patterned, and responsive biomaterials. For robustness, we engineered a library of biofilm-strengthening adhesins, and investigated naturally biofilm-forming bacterial species. To adhere biofilms with precise spatiotemporal control, we incorporated both optogenetic and chemical induction methods. To pattern biomaterials once placed, we utilized the distance-dependent diffusion of quorum signaling molecules and generated Turing patterns that are informed by mathematical modeling. Our biomaterials have immediate applications in wound healing, water and waste treatment, and the creation of next-generation biosensors.'",['Foundational Advance']
1439,"b'The complex regeneration of biochemical energy sources represents a cost-intensive hurdle for many production and research processes. With M.A.R.S., we want to establish an innovative strategy to create light-powered, mitochondrion-like protocells and a bioreactor that will recycle those cells by magnetism. Through the design of our reusable recycling system it will be able to power every ATP-driven enzyme cascade, making M.A.R.S. universally applicable. By extracting bacteriorhodopsin out of Halobacterium salinarum, a phototrophic archaea species, and combining it with an ATP synthase from Saccharomyces cerevisiae in self-produced polymersomes and liposomes, we get simple but effective chassis, which make it possible to cover the energy requirement of any enzyme reaction cascade. Binding those chassis to magnet particles via anchor peptides enables the reuse of the entire protocell system within the reactor by means of magnetic purification, whereby they can be fed directly into enzyme cascades, without depending on living cells.'",['Foundational Advance']
1440,"b'Tracing the lineage of cells is essential in answering diverse and fundamental questions in biology. In recent years, the method combing CRISPR/Cas9 and barcode, a DNA sequence as genetic marker, has attracted extensive attention in lineage tracing. However, the diversity of barcodes is limited and the constitutively expressed Cas9 consumes barcodes quickly. These make barcodes infeasible for the tracking purpose after several generations. We propose to track more generations by two ways. First, we build an inducible expression module of Cas9 in association with cell division to label each cell automatically without wasting barcodes. Second, we use homing guide RNA (hgRNA) to replace the small guide RNA (sgRNA) so that the diversity of barcodes can be increased greatly. In order to make the barcode sequence read at RNA level, we design a double promoter module, so that we can obtain the lineage information together with transcriptomic information.'",['Foundational Advance']
1441,"b'With the increasing antibiotic resistance of pathogenic bacteria, we are entering the post-antibiotic era with no antibiotics available. Phage therapy is one of the promising strategies to fight against pathogenic bacteria. Synthetic biology provides the feasibility to engineer natural phages with desired properties suitable for phage therapy. Here, we are developing a yeast-based platform to genetically manipulate and reboot Coliphage T4, whose 168.9 kbp-sized genome is too huge to manipulate through existing methodologies. The whole T4 genome is amplified and assembled hierarchically through overlapping extension PCR, yeast transformation associated assembly, and CRISPR/Cas9-facilitated homologous recombination assembly. The reconstituted T4 genome is then electroporated into E. coli to generate phage particles. We expect that our platform is suitable for the manipulation of huge phages with large-sized genomes.'",['Foundational Advance']
1442,"b'DNA, RNA and proteins are the fundamental building blocks of synthetic biology and life itself. Of them all, fusion proteins, which are often too large and inflexible, take the spotlight, allowing for a modular approach to protein engineering. To mediate interactions between all three core components of life more flexible we aim to harness the power and flexibility of RNAs We apply machine learning to design flexible RNA modules and binding proteins for assembling complexes of protein domains, RNA and DNA in a sequence-specific manner. In addition, we engineer trans-splicing ribozymes to reconfigure our RNAs and proteins at the transcript level. Also, we apply molecular modelling to provide tools to design specific RNA-binding proteins. Taken together, we provide a controllable, compact, and dynamical alternative to fusion proteins with applications to drug delivery and expand the toolbox of synthetic biology.'",['Foundational Advance']
1443,"b""Some natural populations of unicellular organisms exhibit uniquely high levels of cooperativity and labor division by sustaining phenotypic variation, which allows them to handle complex tasks efficiently. Similarly, achieving high degrees of compartmentalization in monocultures of engineered cells can bring tremendous benefits to multiple applications of synthetic biology, including healthcare, industrial use, and environmental remediation. Our project aims to develop a versatile set of tools that can help create and maintain stable phenotypic variation in cellular monocultures using bacteriophage-derived Cre recombinases, which recognize and invert a loxP-flanked genetic sequence in a stochastic manner. We introduced and assessed different mutations in the Cre enzyme to improve its accuracy and conducted pilot experiments for establishing ratiometric control of cellular phenotypes. To confirm the experimental phenotypic ratios, we built computational simulations that successfully predicted the phenotypic ratios and assessed phenotypic populations' stability and convergence with the coefficient of variation.""",['Foundational Advance']
1444,"b'FRaPPe by team iGEM IISER Berhampur, is a reporter system which aims to validate efficiency of therapeutics targeting protein-protein interactions (PPIs). This reporter, assembled with mammalian promoters, modulatory domains (Chemically Induced Dimerization modules), fluorescence tags (Fluorescence Resonance Energy Transfer modules) and the coding sequences of proteins of interest will be developed in E. coli and transfected into Human Embryonic Kidney cells. This tool will enable modulation of the extent of PPIs and their quantification via fluorescence readout, offering possibilities for a high-throughput screening system for drug efficiency in attenuating these interactions in vitro.The utility of FRaPPe will be demonstrated using interference peptides that will disrupt the Dengue Virus Non-Structural Protein and host STAT2 interaction thus modulating the host interferon signalling pathway. We propose FRaPPe as a one-stop solution for studying host-viral PPIs and also a tool to screen inhibitors of these interactions against several viral diseases.'",['Foundational Advance']
1445,"b'Large scale biosynthesis in producing valuable molecules and proteins come into its embryonic stage for more sustainable and renewable ways of manufacturing and simultaneously faces multiple challenges in bioengineering. Incorporation of light-driven proton pump into non-phototrophic bacteria to produce additional proton motive force has gained interest in recent years as several bacterial rhodopsins are utilized for generating larger amounts of adenosine-5-triphosphate(ATP) for alleviating the metabolic stress caused by excessive reliance on glucose and supporting bioengineering reactions. We expressed functional Gloeobacter rhodopsin from ancient bacteria, Gloeobacter violaceus, on E. coli Lemo-21 and evaluated its growth and metabolic reactions and found it potent in creating alternative proton motive force for oxidative phosphorylation and eventually proved it to be ideal for improving protein and molecule yields. Gloeobacter rhodopsin-based E. coli serves as a fundamental strain that uses light as energy sources, thus paving promising avenues for biosynthesis and creative daily usages.'",['Foundational Advance']
1446,"b'Cell fusion is a fundamental biological process required for the entire development of most eukaryotic organisms, from fertilization to organogenesis. Pheromone-mediated mating in the budding yeast Saccharomyces cerevisiae provides a genetically accessible model system to investigate cell-cell fusion. However, the high price of pheromone limits the development of related research. In our project, we constructed mutants to reshape signaling pathway, trying to build a chassis that responds to cheaper inducers. We characterized the intensity of three mostly pheromone responsive promoters, pfus2, pprm1, and pfig1. We innovatively evaluated the efficiency of these promoters (natural and synthetic) with pheromone responsive elements (PRE) of various copy numbers and directions. Our results expand the promoter toolbox to finely tune gene expression levels for efficient cell factories and biosensors.'",['Foundational Advance']
1447,"b'Exactitude temporal control of protein abundance is critical for the robustness and dynamics of synthetic circuits. While multiple approaches have been developed to manipulate the protein synthesis, few tools have been demonstrated to precisely control untagged protein degradation. Here, we present Predator Pro, a modularized and signal-controllable method for target protein degradation, on the basis of the Predator system we demonstrated in iGEM 2018-19. By rationally reengineer the Trim21 protein, we demonstrated that the interaction between Trim21 and antibody Fc domain can be replaced with other constitutive or inducible protein dimerization pairs. We demonstrated that constitutive DocS-Coh2 interaction or rapamycin-induced FRP-FKBP interaction enabled constitutive or drug-controlled degradation of untagged EGFP protein. As an effective expansion of the current synthetic biological tools for protein abundance control, this system may provide a modularized and convenient platform for controlled protein degradation, which might be applied in fundamental researches and clinical applications.'",['Foundational Advance']
1448,"b'The field of synthetic biology has one major barrier to being accepted by the broader public: safety. While we may know that the organisms we use are harmless, most people dont have the background knowledge needed to come to the same conclusion. We believe that the best way to raise safety and confidence in synthetic biology products is by adding genetic biocontainment systems, which are genes and genome edits that give us control over the life of our microbes. These systems range from small genetic circuits of promoters and toxins to complete genomic rewrites, and weve compiled all of them into a simple, flexible database. To accompany this, weve developed predictive models and educational media, all with the express purpose of making biocontainment easier to implement and making synthetic biology safer for public use.'",['Foundational Advance']
1449,"b'In SynDerma we envisioned therapeutics being administered by engineered microbes integrated into the skin microbiome. First, to understand the perturbaility of the skin microbiome by individual habits such as hygiene, social interaction and exercise, which are all affected by this current unprecedented context of COVID-19 pandemia, we developed a community science project called Quaranskin. In Quaranskin we developed an at-home sampling kit, protocol and survey, where participants swabbed four body sites for metagenomic analysis. We correlated the diversity and composition of these collected microbiome data to behaviours noted in the surveys to uncover any trends. In parallel, we chose the skin commensal microbe Staphylococcus epidermidis to be a chassis for our future vision of microbial therapeutics enabled by synthetic biology. In projects EpiFlex, EpiGlow, and EpiGrow, we built a MoClo kit, expressed fluorescent proteins as a proof of concept, and optimised growth conditions, respectively.'",['Foundational Advance']
1450,"b'Our ability to control the function of engineered microbes is limited within hard to reach places, such as deep within human tissue, the rhizosphere surrounding crops, or pipes in manufacturing facilities. The field of magnetogenetics has begun to consider how magnetic fields could affect biological molecules and cells. In our project, we aim to control the function of bacteria via the remote activation of an alternating magnetic field (AMF). E. coli will be engineered to respond to magnetic stimuli by attaching magnetic nanoparticles to the surface of the bacterial membrane in conjunction with cytoplasmic temperature-sensitive transcriptional repressors to regulate gene expression of the green fluorescent protein. Upon AMF stimulation, magnetic nanoparticles heat up and increase cytoplasmic temperature, thereby inducing a conformational change of the repressor dimers and allowing transcription of target genes. This technology critically couples alternating magnetic field stimulation with thermal sensitive parts to enable wireless control of bacteria.'",['Foundational Advance']
1451,"b'The off-target problem of CRISPR technology is the most troublesome factor for its in vivo operations. Regarding this, our project conducted optimization methods to obtain a CRISPR-Cas9 system for specific target with high accuracy. To achieve this goal, we adopted directed evolution and rational design methods. We proposed a pipeline integrating machine learning and Markov process in off-target prediction. Meanwhile, molecular dynamics and graph theory were also applied to guide and interpret directed evolution and rational design. In experiment, the transcriptional activation and inhibition circuits were built to reflect the on/off-target rate, serving as indicators for screening and reporting process. Finally, we hope that our method can be a guidance for further application.'",['Foundational Advance']
1452,"b'RNA binding proteins(RBPs) play an essential role in tumors and neurodegenerative diseases, while most of them lack of effective inhibitors. Since directed evolution has shown its high efficiency, this year we provided a sample combining rational design and directed evolution to obtain dsRNA inhibitors of RBPs and took ADAR1, a dsRNA adenosine deaminase, as an example. In our project, an algorithm-guided model was trained from natural substrates of ADAR1 and used to established a candidate dsRNA library. Those candidates were connected to a self-splicing stem-loop sequence and transferred into HeLa cells with toxic genes regulated by ADAR1 and Tet-on system, which only survived when endogenous ADAR1 was inhibited by transferred dsRNAs. Efficient substrates were extracted and used to train the model above for the next round. Through the continuous cycle of this screening process, we could obtain high-efficiency inhibitors of ADAR1 efficiently, and extend this model to other RBPs.'",['Foundational Advance']
1453,"b'A key challenge in the field of synthetic biology is genomic instability of introduced genes. Once a gene is inserted into a host organism, it can cause an additional metabolic load, significantly reducing host fitness. Mutations that damage the introduced gene are therefore likely to be selected for, diminishing its expression. These mutations could render synthetic-biology products obsolete and require constant maintenance. We propose interlocking a target gene to the N-terminus of an essential gene in the hosts genome, under the same promoter. This way, mutations on the target gene are likely to affect the expression of the essential gene, leading to mutated host mortality. We are developing a software called sTAUbility, that would match the best-fitting essential gene and linker to a given target gene, based on bioinformatic models and novel approaches for measuring stability. Furthermore, sTAUbility optimizes the combined construct for efficient gene expression and increased stability.'",['Foundational Advance']
1454,"b'In the last few years,DNAsequencing has developed rapidly while DNA synthesis still relies on the decades-oldchemical phosphoramidite system. However, this process is toxic and has already reached its limit at around 200 bases. Thus, the demand for more environmentally friendly and effective novel approaches is evident. In this project, we report an enzymatic ssDNA synthesis system with terminal deoxynucleotidyl transferase (TdT). In each synthesis cycle, an unspecific number of nucleotides is incorporated. Our unique automated hardware can selectively attach nucleotides to immobilized primers in order to synthesize preset DNA sequences. We present a ternary system to encode and recover the information stored on DNA. This system enables the semi-specific approach, in which information is saved only in the transitions between bases, therefore specific synthesis is not necessary. This opens up a much more approachable and robust system that even allows adding proof-reading properties.'",['Foundational Advance']
1455,"b'The AstroYeast Microfarm project comprises two major parts. These include AstroYeast, which is a strain of microgravity tolerant S. cerevisiae and a bioreactor that mitigates the effect of microgravity on liquid cultures. The overall goal of this project is to provide a platform for bioproduction using bakers yeast that can be used on long space missions. To develop the yeast, a fluorescent reporter whose expression mimics microgravity induced stress responses, and will be used as a marker for tracking evolution progress. The promoters selected are based on results from the AstroBio database, our teams project from last year. Microgravity stress was induced using microgravity simulators in the form of a high aspect rotating vessel and a 3D clinostat designed and built by our team and collaborators. The bioreactor will be designed to be automated, sustainable, and accessible to the operator in order to satisfy our objective.'",['Foundational Advance']
1456,"b'Methane is a potent greenhouse gas contributing to climate change. The UN Sustainable Development Goals clearly emphasize the immediate need to combat climate changes to promote sustainability. Our project, Pheast, endeavored to design and test an engineered cell factory in yeast to use methane as a feedstock. We used Komagataella phaffii (P. pastoris), a methylotrophic yeast, to engineer this cell-factory since it has been used extensively in industrial protein production due to its high protein-secretion as well as ease of protein purification. To make the cell factory effectively use methane as a carbon source, recombinant pMMO subunits were incorporated from a natural methanotrophic bacteria, M. capsulatus. This way, methane is converted to methanol and K. phaffii can further use its native metabolic pathway to produce protein of interest. In the future, we believe this project will open the arena to produce many proteins of interest using this engineered, methane-consuming cell-factory.'",['Foundational Advance']
1457,"b'Every life form has emerged through evolution. Successive random mutations followed by selection of the fittest individuals has resulted in vastly complex and diverse living organisms. This process can be accelerated in the laboratory to create new protein variants with desirable properties by diversification of a known DNA sequence followed by selective amplification, an approach known as directed evolution. In vivo diversification with locus-specific targeting has recently become possible using T7-RNAP-guided deaminases. Here, aiming to maximize the effectiveness of this method, we have combined two strategies. First, we use new cytosine and adenosine deaminases with improved mutagenesis rates. Second, our innovative design can target both DNA strands simultaneously, resulting in improved diversification and reducing the bias observed in existing systems that mainly target only one of the strands of DNA in each mutation cycle. Finally, we validate the performance of our system by evolving enzymes, fluorescent proteins and transcription factors.'",['Foundational Advance']
1458,"b'Targeted continuous evolution, using a platform based on CRSIPR-Cas-based nickase and error-prone DNA polymerase (a.k.a. EvolvR), is a powerful approach to rapidly evolve specific phenotypes with minimal user intervention. By establishing this method in planta, we seek to accelerate the evolution of needed plant phenotypes such as (a)biotic stress tolerance. EvolvR, targeted to a gene of interest by a specific guide RNA, continuously diversify the underlying DNA, with cells constantly under selection for improved variants. We have confirmed the efficiency of the approach in E. coli, validated it in a plant-based cell-free system and confirmed its functionality in Tobacco BY-2 cell culture. We have also established mathematical approaches to model and optimize the selection regimens to maximize the efficiency of the pipeline. Our in silico, in vitro and in vivo results further demonstrate the potential of EvolvR to plant biotechnology improving crops and developing new plant-based applications.'",['Foundational Advance']
1459,"b'A major challenge in synthetic biology is the containment of genetically modified organisms (GMOs) outside of the laboratory. This includes restraining the physical spread of the organism and transfer of synthetic genes, via horizontal gene transfer (HGT). This challenge remains as regulatory bodies require sound evidence on the safety of GMOs which is difficult due to the lack of knowledge upon release. Additionally, the absence of risks is not necessarily a definitive proof of safety. Therefore, industry is unwilling to invest and scientists only rarely get permission to gather large-scale data. Here, DOPL LOCK can make the difference: we propose a mutually dependent double plasmid lock which will minimize HGT and the spread of GMOs. Our goal is to provide an open-source, standardised, modular and widely applicable Safe-by-Design biocontainment system of GMOs in non-contained applications. With DOPL LOCK, we aim to drive bio-safety innovations, accelerating the field of synthetic biology.'",['Foundational Advance']
1460,"b'Climate change is threatening many of the crops we rely on. To ensure stable food supply, engineered crops will play a major role in our future agriculture, but crop development currently takes about a decade. In our project OpenPlast, we develop cell free systems (CFS) from chloroplasts of different plants, including various crops. Showing that they can be employed as prototyping platforms to characterize genetic constructs, these systems drastically reduce testing times. We use a machine learning guided approach to optimize reaction mixture composition and create a collection of GoldenGate based chloroplast parts to be characterized in our CFS. This toolbox includes regulatory elements for chloroplasts of plants so far heavily underrepresented in the registry. After successful chloroplast transformation, we want to show that data generated in our systems is comparable to in vivo data, proving that our systems can efficiently be used as prototyping platforms for plant SynBio.'",['Foundational Advance']
1461,"b'To combat unwanted horizontal gene transfer in transgenic microbes, we are creating a multi-faceted biocontainment system designed to work in Escherichia coli. First, we use the GhoST toxin-antitoxin system to induce cell death in unintended recipients without the corresponding antitoxin. We are also designing a CRISPR-Cas9 based artificial immunity system to cleave conjugative plasmids that enter the host cell, preventing it from gaining conjugative machinery that would allow transfer of synthetic parts. In order to understand how our strategy would behave in a microbial community, we developed an assay to assess horizontal gene transfer from donor to recipient. We also use a Markovs model and an agent-based model (ABM) to imitate genetic transfer using biophysical and community-based methods, respectively. We hope this system could be used by future iGEM teams to enhance their biocontainment efforts and allow teams to move towards implementation in less controlled environments.'",['Foundational Advance']
1462,"b'Optogenetic tools provide essential approaches to control designer cell function. Our project intends to optimize Predator Pro, a modularized protein degradation system weve been working on in the past few years, to achieve light-mediated degradation of endogenous cyclin protein, the key regulator protein family in cell cycle, thereby manipulating cell cycle in mammalian cells. Integrating with a raspberry pie-based blue light illumination device, our system may provide novel tools for cell cycle synchronization and spatiotemporal control of cell division. Our work may provide novel tools for synthetic biology community and researchers in other fields, it will also provide new hints for treating diseases caused by cell abnormal division.'",['Foundational Advance']
1463,"b""Biotechnology can help avert human civilization's looming mass extinction caused by fossil energy. However, intellectual property, skills, and high costs of hardware and wetware create massive barriers. These barriers were profoundly felt throughout the pandemic as sparse access to bio-manufacturing infrastructure severely limited medical relief, testing, and vaccination. With an internationally distributed team of 10 nationalities and 4 laboratories, we aim to break these barriers by frugally producing and purifying thermostable enzymes essential for synthetic biology solutions. We have established a pipeline for enzyme production in frugal bio-foundries thats based on open-sourced software, hardware, material transfer agreement, and wetware constructs of B. subtilis for reducing protein extraction costs. Our genetic constructs will be freely distributed by FreeGenes. To gauge the global needs of implementing a frugal bio-foundry in different parts of the world, we set up a hackathon in partnership with JOGL. Our project contributes towards democratizing biotechnology.""",['Foundational Advance']
1464,"b'Based on the study of our team PI, We designed a DNA double-loop structure with hairpin, APP sequence, promoter sequence and ribozyme gene. By adding inducer, the conformation of DNA changed and ribozyme gene expressed normally. We plan to use this switch to simulate the effects of special structures such as left spiral DNA and cross structure on gene expression in organisms, and it can be applied to detect whether cobalt ions, nickel ions and ZBP1 protein are contained in the environment. In further studies we also focus on diseases caused by DNA conformational changes, like Alzheimers Disease and Breast Cancer, seeking a way of detection of these diseases and an easy and quick method to show the diagnosing results.'",['Foundational Advance']
