Link,Abstract,Author Keywords,Index Keywords
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058780530&doi=10.1016%2fj.jnca.2018.12.008&partnerID=40&md5=5c7cf5de26aec889d2991a7286c2766b,"Matching multiple patterns simultaneously is a key technique in Deep Packet Inspection systems, such as firewall, Intrusion Detection Systems, etc. However, most web services nowadays tend to compress their traffic for less data transferring and better user experience, which has challenged the original multi-pattern matching method that work on raw content only. The straightforward solutions directly match decompressed data which multiply the data to be matched. The state-of-the-art works skip scanning some data in compressed segments, but still exist the redundant checking, which are not efficient enough. In this paper, we propose COmpression INspection (COIN) method for multi-pattern matching over compressed traffic. COIN does not recheck the patterns within compressed segment if it has been matched before, so as to further improve the performance of matching, we have collected real traffic data from Alexa top sites and performed the experiments. The evaluation results show that COIN achieves 20.3% and 17.0% in the average of improvement than the state-of-the-art approaches on the string and regular expression matching with real traffic and rule sets. © 2018 Elsevier Ltd",Compressed traffic; Deep packet inspection; Multi-pattern matching; Regular expression matching,Computer system firewalls; Intrusion detection; Pattern matching; Web services; Data transferring; Deep packet inspection; Evaluation results; Intrusion Detection Systems; Multi-pattern matching; Packet inspection; Regular-expression matching; State-of-the-art approach; Inspection
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062635620&doi=10.1109%2fWSC.2018.8632456&partnerID=40&md5=1a9c39422d6fdeffd78b06673c756026,"CARMA (Collective Adaptive Resource-sharing Markovian Agents) is a process-algebra-based quantitative language developed for the modeling of collective adaptive systems. A CARMA model consists of an environment in which a collective of components with attribute stores interact via unicast and broadcast communication, providing a rich modeling formalism. The semantics of a CARMA model are given by a continuous-time Markov chain which can be simulated using the CARMA Eclipse Plug-in. Furthermore, statistical model checking can be applied to the trajectories generated through simulation using the MultiVeStA tool. This advanced tutorial will introduce some of the theory behind CARMA and MultiVeStA as well as demonstrate its application to collective adaptive system modeling. © 2018 IEEE",,Adaptive systems; Continuous time systems; Markov processes; Modeling languages; Semantics; Broadcast communication; Continuous time Markov chain; ITS applications; Markovian agents; Modeling formalisms; Process algebras; Resource sharing; Statistical model checking; Model checking
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062615191&doi=10.1109%2fWSC.2018.8632546&partnerID=40&md5=137e4d61ef21d271eac5204a5c5b4afd,"Computer simulation experiments are commonly used as an inexpensive alternative to real-world experiments to form a metamodel that approximates the input-output relationship of the real-world experiment. While a user may want to understand the entire response surface, they may also want to focus on interesting regions of the design space, such as where the gradient is large. In this paper we present an algorithm that adaptively runs a simulation experiment that focuses on finding areas of the response surface with a large gradient while also gathering an understanding of the entire surface. We consider the scenario where small batches of points can be run simultaneously, such as with multi-core processors. © 2018 IEEE",,Computer simulation; Computer simulation experiment; Design spaces; Gradient based; Input-output; Multi-core processor; Real world experiment; Response surface; Sequential design; Surface properties
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066921396&doi=10.1093%2fmnras%2fsty2729&partnerID=40&md5=7cbfa983ce196ab437012b83ed10962c,"Understanding the dynamics of galaxy triplet systems is one of the significant ways of obtaining insight into the dynamics of large galaxy clusters. Towards that aim, we present a detailed study of all isolated triplet systems (total of 315) taken from the 'SDSS-based catalogue of Isolated Triplets' (SIT). In addition, we compared our results with those obtained for a sample of triplets from the Local Supercluster, SDSS-triplets, Tully's catalogue, Wide (W) and Compact (K)-triplets. In addition, we performed the correlation between the dynamical parameters and the large-scale structure (LSS). Interestingly, we found that there is no correlation between both the mean projected separation for the triplet systems and the LSS and its dynamical parameters. Furthermore, we found that only 3 per cent of these systems can be considered as compact since the mean harmonic separation (rh) is more than 0.4 Mpc for 97 per cent of the population. Thus, we may conclude that mergers might not have played a dominant role in their evolution. © 2018 The Author(s).",Galaxies: fundamental parameters; Galaxies: groups: general; Galaxies: statistics,
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035115763&doi=10.1080%2f00220388.2017.1400014&partnerID=40&md5=a466fc06b9e3ee90e05257ad2f5e5735,"Agricultural households face collective action dilemmas when making decisions about investments in their common household farm and the allocation of resources and benefits derived from it. We relate intrahousehold decisions, as measured in a lab-in-the-field experiment conducted with spouses in agricultural households in western Uganda, with actual investments and intrahousehold resource allocation. Intrahousehold decision-making that supports cooperation and equitable sharing is associated with greater investment in the intensification of cash and food crop production, and more equitable access and control over income. Freeriding behaviour by husbands is associated with the intensification of cash crop production, but not with equitable sharing. © 2017, © 2017 Informa UK Limited, trading as Taylor & Francis Group.",,agricultural intensification; cash cropping; collective action; crop production; decision making; farming system; investment; resource allocation; smallholder; Uganda
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122639040&partnerID=40&md5=87502eddc86ba6d7b1d90e4d3ee36b1e,"Some of the most challenging task in analyzing fractures is a die that has not been fully cracked apart and a cracked die with electrical overstress damage. Traditional tools such as simple magnifying lens, optical microscope and up to the advance Scanning Electron Microscope are not enough to study the internal fractures or markings that could lead back to the origin of the crack. In order to study these internal fractures, the analyst tends to break the sample into pieces. However, this method creates additional mechanical stress and leads to a secondary crack where the point of origin will be difficult to analyze. This paper aims to introduce infrared microscopy in fractography (mainly on silicon) using cases and techniques to minimize the occurrence of secondary crack in analyzing internal fractures. ©2019 ASM International. All rights reserved.",,Cracks; Fractography; Fracture; Lenses; Scanning electron microscopy; Electrical overstress damages; Infrared microscopy; Internal fracture; Magnifying lens; Mechanical stress; Optical microscopes; Secondary cracks; Simple++; Fracture mechanics
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087508812&partnerID=40&md5=094d63e560de9e05e0b0b6ad831d58bb,"This special issue comprises of papers first presented at two ECPR (European Consortium for Political Research) events in 2018 and 2019: the ECPR ‘Summer School on Political Epistemology’ at Siegen University and, respectively, the ‘Kant on Political Change: Theoretical Grounds and Global Implications’ workshop held at the ECPR’s Joint Sessions at the Université Catholique de Louvain in Mons, both events organised by the Kantian Standing Group of the ECPR. The summer school was partly funded by the British Academy Newton Advanced Fellowship “Dealing Ethically with Conflicts between Deep Commitments” which has served as the guiding inspiration for the theme of this volume and our emphasis on navigating real-world examples of political and ethical differences. © 2019 by Public Reason.",,
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079749787&doi=10.1109%2fACCESS.2019.2937667&partnerID=40&md5=b97a416c603df696dfa332a261f5ef27,"In this paper, based upon Voronoi Diagram, we propose GridVoronoi which is a novel spatial index that enables users to find the spatial nearest neighbour (NN) from two-dimensional (2D) datasets in almost O(1) time. GridVoronoi augments the Voronoi Diagram with a virtual grid to promptly find out (in a geometric space) which Voronoi cell contains the query point. It consists of an off-line data pre-processing phase and an on-line query processing phase. In the off-line phase, the digital geographical space is partitioned with a Voronoi Diagram and a virtual grid, respectively. Next, for each square unit (i.e., grid cell), the corresponding Voronoi cells that contain or intersect with this square are derived and kept in a hashmap-like structure. In the on-line phase, for each real-time spatial NN query, the algorithm first identifies which virtual square(s) contain(s) this query; then looks up the hashmap structure to find the corresponding Voronoi cell(s) for this grid cell and the final result for the query. Overall, GridVoronoi significantly reduces the time complexity in finding spatial NN in 2D space, thus improves the efficiency of real-time spatial NN queries and Location Based Services. © 2013 IEEE.",Geospatial analysis; nearest neighbour methods; query processing; spatial databases,Cells; Computational geometry; Cytology; Data handling; Graphic methods; Nearest neighbor search; Query processing; Telecommunication services; Geometric space; Nearest neighbor queries; Nearest neighbour; Spatial indexes; Time complexity; Two Dimensional (2 D); Virtual grids; Voronoi diagrams; Location based services
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078105826&doi=10.1117%2f12.2535752&partnerID=40&md5=886b669e21bd7b08e1c403008930afe5,"Probability Density Functions (PDFs) describing intensity fluctuations of a propagated beam are necessary to reliably predict operation of Free-Space-Optical (FSO) systems. This becomes especially important when considering the tails of the distribution. For example, accuracy in the low-intensity tail is necessary in the design of FSO communication systems as it determines the probability of fade. Accuracy in the high-intensity portion of the tail is necessary for eye safety calculations and to prevent equipment damage. In this work, we evaluate PDF models considering the statistics of the fit to empirical data for point and distributed apertures for several values of Rytov variance. Based on p-values and level of significance, we compare the quality of the fit of common PDF models to empirical data. As part of this, we evaluate the transition of the best fit PDF as the aperture area is increased. Both simulated and measured data will be included in this analysis. Copyright © 2019 SPIE.",Atmospheric turbulence; Fractional-exponential; Free-space optics; Gamma-Gamma; Inverse-Gaussian-gamma; Lognormal; P-value; Probability density function,Adaptive systems; Atmospheric turbulence; Function evaluation; Light; Light propagation; Probability; Fractional-exponential; Free space optics; Gamma-Gamma; Inverse gaussian; Log-normal; P-values; Probability density function
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077014618&doi=10.1088%2f2058-7058%2f32%2f10%2f12%2fpdf&partnerID=40&md5=1af2a8de020079c812f2dc03fc303ceb,[No abstract available],,
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076956762&doi=10.1088%2f2058-7058%2f32%2f10%2f11%2fpdf&partnerID=40&md5=7a32847a21b2ca6ca296c8fd82f33852,[No abstract available],,
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075740806&doi=10.1039%2fc9cp04741g&partnerID=40&md5=4971fa63041b777b5c8d312f7485a3ca,"Hydrocarbons confined in porous media find applications in a wide variety of industries and therefore their diffusive behavior is widely studied. Most of the porous media found in natural environments are laden with water, which might affect the confined hydrocarbons. To quantify the effect of hydration, we report here a combined quasielastic neutron scattering (QENS) and molecular dynamics (MD) simulation study on the dynamics of propane confined in the 1.5 nm-wide micropores of MCM-41-S in the presence of water at 230 and 250 K. To eliminate the strong incoherent signal from water and emphasize the propane signal we have used heavy water (D2O). QENS data show two dynamically different populations of propane in MCM-41-S and suggest that the presence of water hinders the diffusion of propane. Weak elastic contributions to the QENS spectra suggest that only long-range translational motion of propane molecules contributes to the quasielastic broadening. MD simulations carried out using a model cylindrical silica pore of 1.6 nm diameter filled with water and propane agree with the experimental finding of water hindering the diffusion of propane. Further, the simulation results suggest that the slowing down of propane motions is a function of the water content within the pore and is stronger at higher water contents. At high water content, the structure and the dynamics, both translational and rotational, of propane are severely impacted. Simulation data suggest that the rotational motion of the propane molecule occurs on time scales much faster than those accessible with the QENS instrument used, and thus explain the weak elastic contribution to the QENS spectra measured in the experiments. This study shows the effects of hydration on the structure and dynamics of volatiles in porous media, which are of interest for fundamental understanding and applied studies of confined fluids. This journal is © the Owner Societies.",,Heavy water; Hydration; Hydrocarbons; Incoherent scattering; Molecular dynamics; Molecules; Neutron scattering; Population statistics; Porous materials; Silica; Stochastic systems; Diffusive behavior; Elastic contribution; Molecular dynamics simulations; Natural environments; Quasielastic broadening; Quasielastic neutron scattering; Structure and dynamics; Translational motions; Propane
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073591244&doi=10.1137%2f19M1237041&partnerID=40&md5=1ae5537c03d2128275eb4f7d7084b26c,"We develop a unified and easy to use framework to study robust fully discrete numerical methods for nonlinear degenerate diffusion equations ∂ tu - ℑς μ [↕φ (u)] = f in R N × (0, T ), where ℑ ς,μ is a general symmetric diffusion operator of Levy type and \varphi is merely continuous and nondecreasing. We then use this theory to prove convergence for many different numerical schemes. In the nonlocal case most of the results are completely new. Our theory covers strongly degenerate Stefan problems, the full range of porous medium equations, and, for the first time for nonlocal problems, also fast diffusion equations. Examples of diffusion operators \frakL ς,μ are the (fractional) Laplacians Δ and - ( - Δ) α 2 for α \in (0, 2), discrete operators, and combinations. The observation that monotone finite difference operators are nonlocal Levy operators allows us to give a unified and compact nonlocal theory for both local and nonlocal linear and nonlinear diffusion equations. The theory includes stability, compactness, and convergence of the methods under minimal assumptions, including assumptions that lead to very irregular solutions. As a byproduct, we prove the new and general existence result announced in [F. del Teso, J. Endal, and E. R. Jakobsen, C. R. Math. Acad. Sci. Paris, 355 (2017), pp. 1154-1160]. We also present some numerical tests, but extensive testing is deferred to the companion paper [F. del Teso, J. Endal, and E. R. Jakobsen, SIAM J. Numer. Anal., 56 (2018), pp. 3611-3647] along with a more detailed discussion of the numerical methods included in our theory. © 2019 Society for Industrial and Applied Mathematics",A priori estimates; Convergence; Distributional solutions; Existence; Fast diffusion equation; Finite differences; Fractional Laplacian; Laplacian; Monotone methods; Nonlinear degenerate diffusion; Nonlocal operators; Numerical methods; Porous medium equation; Robust methods; Stability; Stefan problem,Convergence of numerical methods; Diffusion; Laplace transforms; Numerical methods; Partial differential equations; Porous materials; A-priori estimates; Convergence; Degenerate diffusions; Existence; Fast diffusion equations; Finite differences; Fractional Laplacian; Laplacians; Monotone methods; Nonlocal operator; Porous medium equation; Robust methods; Stefan problem; Nonlinear equations
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072958710&doi=10.1007%2f978-3-030-30278-8_11&partnerID=40&md5=2f2c9f93d618f7b799261fcf88ef20a1,"This paper deals with the ontology matching problem, and proposes a pattern mining approach that exploits the different correlation and dependencies between the different properties to select the most appropriate features for the matching process. The proposed method first discovers the frequent patterns from the ontology database, and then find out the most relevant features using the patterns derived. To demonstrate the usefulness of the suggested method, several experiments have been carried out on the DBpedia ontology databases. The results show that our proposal outperforms the state-of-the-art ontology matching approaches in terms of both execution time and quality of the matching process. © Springer Nature Switzerland AG 2019.",Frequent patterns; Matching instances; Ontology matching; Semantic web,Data mining; Database systems; Information systems; Information use; Semantic Web; Dbpedia; Frequent patterns; Matching instances; Matching process; Ontology matching; Pattern mining; Relevant features; State of the art; Ontology
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070796071&doi=10.6092%2fissn.1971-8853%2f9391&partnerID=40&md5=2daf01fa3e7d9f035b8fbf93c1159765,"In this short essay, I will try to define contemporary populism in a “neutral” fashion; and to explore its virtues, as well as its (much better known) vices. To conclude, I shall attempt to draw up a balance sheet between its contrasting contributions to contemporary political life in Europe. To accomplish this, I will have to speak “generically” and, therefore, to ignore or set aside the traits populism has had and the outcomes it has produced in specific cases. I begin with the (hazardous) position that it can be good or bad for democracy… depending. And I will finally try to address the issue of the conditions under which it is more likely to harm or benefit the polity in which it has emerged. Copyright © 2019 Philippe C. Schmitter.",Democratic virtues; Party organizations; Populism; Real-existing democracy; Social movements,
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068140487&doi=10.1111%2fdpr.12387&partnerID=40&md5=016f559f0e180430426491aa7708a1d0,"Fair distribution of benefits from index insurance matters. Lack of attention to social equity can reinforce inequalities and undermine the potential index insurance holds as a tool for climate risk management that is also pro-poor. The aims of this article are to: (a) examine social equity concerns raised by index insurance in the context of climate risk management, (b) consider how greater attention can be paid to social equity in index insurance initiatives, and (c) reflect on the policy challenges raised by taking social equity into account as a mechanism for climate risk reduction. The article draws on learning from the CGIAR's Research Program on Climate Change, Agriculture and Food Security (CCAFS) and presents the cases of the Index Based Livelihoods Insurance (IBLI) and Agriculture and Climate Risk Enterprise Ltd. (ACRE) in East Africa. It proposes a framework for unpacking social equity related to equitable access, procedures, representation and distribution within index insurance schemes. The framework facilitates identification of opportunities for building outcomes that are more equitable, with greater potential for inclusion and fairer distribution of benefits related to index insurance. The article argues that systematically addressing social equity raises hard policy choices for index insurance initiatives without straightforward solutions. Attention to how benefits and burdens of index insurance are distributed, suggests the unpalatable truth for development policy that the poorest members of rural society can be excluded. Nevertheless, a focus on social equity—facilitated by the framework—opens up opportunities to ensure index insurance is linked to more socially just climate risk management. At the very least, it may prevent index insurance from generating greater inequality. Taking social equity into account, thus, shifts the focus from agricultural systems in transition per se to systems with potential to incorporate societal transformation through distributive justice. The Authors 2018. Development Policy Review published by John Wiley & Sons Ltd on behalf of Overseas Development Institute",agriculture; climate risk management; index insurance; inequality; social equity,agriculture; environmental management; environmental policy; equity; insurance system; risk assessment
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066759622&doi=10.15581%2f007.28.455-484&partnerID=40&md5=39142edc5fdc4e026f99480dc33213c8,[No abstract available],,
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065972832&partnerID=40&md5=b266af60d988ac7f6fcc142438fee7e6,"Criminal money is disguised from Law Enforcement Agencies using money laundering techniques to profit wrongdoers pockets or even worse to finance criminal and terrorism activities. To make the proceeds from their illegal activities look legitimate in the eyes of the rest of society they use complex and diverse money laundering techniques that takes advantage of poor policies and law loopholes. Current countermeasures taken by financial organizations are insufficient because they aim to comply in several cases on minimum base of the legal requirements. In this paper we argue that research in the area of Anti-Money Laundering (AML) is being hampered by the lack of available quality data sets. Classic computational controls such as thresholds and modern techniques such as machine learning can benefit from using synthetic data generation methods to target more accurately and efficiently suspicious transactions. The introduction of simulators of financial synthetic data generation for AML research has several benefits for the fight against this crime. In this paper we present also additional capabilities that we have identified and suggestions in how to define and implement a triple-helix cooperation model of interaction between academy, financial institutions and law enforcement agencies. Copyright © 2019 by the International Institute ofInformatics and Systemics.",AML; Better policies; CTF; Financial fraud; Money laundering; Simulation; Strategic thinking; Synthetic data; Triple helix,Crime; Finance; Learning systems; Financial fraud; Money laundering; Simulation; Strategic thinking; Synthetic data; Triple helixes; Laundering
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065491501&doi=10.1137%2f17M114995X&partnerID=40&md5=0dea42b848ef7414d7e2d0370f9c59d0,"We study monotone numerical schemes for nonlocal Isaacs equations, the dynamic programming equations of stochastic differential games with jump-diffusion state processes. These equations are fully nonlinear nonconvex equations of order less than 2. In this paper they are also allowed to be degenerate and have nonsmooth solutions. The main contribution is a series of new a priori error estimates: the first results for nonlocal Isaacs equations, the first general results for degenerate nonconvex equations of order greater than 1, and the first results in the viscosity solution setting giving the precise dependence on the fractional order of the equation. We also observe a new phenomena, that is, the rates differ when the nonlocal diffusion coefficient depends on x and t, only on x, or on neither. © 2019 Society for Industrial and Applied Mathematics",Error estimate; Fractional and nonlocal equations; Isaacs equations; Monotone scheme; Rate of convergence; Stochastic differential games; Viscosity solution,Approximation theory; Dynamic programming; Game theory; Stochastic systems; Viscosity; Error estimates; Isaacs equations; Monotone scheme; Non-local equations; Rate of convergence; Stochastic differential game; Viscosity solutions; Nonlinear equations
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063593694&doi=10.1080%2f14754835.2019.1581054&partnerID=40&md5=132d414aaeee002359bd0672ad2dda60,"Decisions on Article 9(2) of the European Convention on Human Rights—the right to religious manifestation—evidence the importance of intersectional considerations of gender, religion, and even nationality. This article uses qualitative comparative analysis in order to find patterns of litigation victory and defeat by intersectional groups in their claims of violation of this provision. Our analyses show that intersectionalization, operating through a methodology particularly well suited to do so, was essential to render visible important patterns in the judicial arena. These patterns show the different outcomes of litigation by intersectional groups. In particular, Muslim women, whose cases frequently had a clear dimension of “claim intersectionality” related to religious clothing, systematically were defeated before the European Court of Human Rights. This contrasts with cases brought by male Muslims, a successful category of litigants, therefore emphasizing the importance of gender dimension when understanding cases on religious manifestation. © 2019, © 2019 Taylor & Francis Group, LLC.",,
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062625410&doi=10.3847%2f1538-4365%2faaee7e&partnerID=40&md5=f98a0cd038c5c91bf4a15323cb6009af,"We present the discovery of KELT-22Ab, a hot Jupiter from the KELT-South survey. KELT-22Ab transits the moderately bright (V ∼ 11.1) Sun-like G2V star TYC 7518-468-1. The planet has an orbital period of days, a radius of , and a relatively large mass of . The star has , , K, (cgs), and [m/H] = ; thus other than its slightly super-solar metallicity, it appears to be a near-solar twin. Surprisingly, KELT-22A exhibits kinematics and a Galactic orbit that are somewhat atypical for thin-disk stars. Nevertheless, the star is rotating rapidly for its estimated age, and shows evidence of chromospheric activity. Imaging reveals a slightly fainter companion to KELT-22A that is likely bound, with a projected separation of 6″ (∼1400 au). In addition to the orbital motion caused by the transiting planet, we detect a possible linear trend in the radial velocity of KELT-22A, suggesting the presence of another relatively nearby body that is perhaps non-stellar. KELT-22Ab is highly irradiated (as a consequence of the small semimajor axis of ), and is mildly inflated. At such small separations, tidal forces become significant. The configuration of this system is optimal for measuring the rate of tidal dissipation within the host star. Our models predict that, due to tidal forces, the semimajor axis is decreasing rapidly, and KELT-22Ab is predicted to spiral into the star within the next Gyr. © 2019. The American Astronomical Society. All rights reserved.",methods: observational; planets and satellites: detection; planets and satellites: gaseous planets; techniques: photometric; techniques: radial velocities; techniques: spectroscopic,
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061302207&doi=10.1109%2fACCESS.2019.2893209&partnerID=40&md5=67d12b025f74d985f8980d8ff0486c5f,"The main goal of software testing is to detect as many hidden bugs as possible in the final software product before release. Generally, a software product is tested by executing a set of test cases, which can be performed manually or automatically. The number of test cases which are required to test a software product depends on several parameters such as the product type, size, and complexity. Executing all test cases with no particular order can lead to waste of time and resources. Test optimization can provide a partial solution for saving time and resources which can lead to the final software product being released earlier. In this regard, test case selection, prioritization, and scheduling can be considered as possible solutions for test optimization. Most of the companies do not provide direct support for ranking test cases on their own servers. In this paper, we introduce, apply, and evaluate sOrTES as our decision support system for manual integration of test scheduling. sOrTES is a Python-based supportive tool which schedules manual integration test cases which are written in a natural language text. The feasibility of sOrTES is studied by an empirical evaluation which has been performed on a railway use-case at Bombardier Transportation, Sweden. The empirical evaluation indicates that around 40 % of testing failure can be avoided by using the proposed execution schedules by sOrTES, which leads to an increase in the requirements coverage of up to 9.6%. © 2019 IEEE.",decision support systems; dependency; integration testing; manual testing; scheduler algorithm; Software testing; stochastic test scheduling; test optimization,Artificial intelligence; Decision support systems; Integration; Program debugging; Scheduling; Software testing; Stochastic systems; Testing; Bombardier Transportation; dependency; Empirical evaluations; Manual testing; Natural language text; Stochastic scheduling; Test optimization; Test scheduling; Integration testing
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059380517&doi=10.1190%2fsegam2018-2997991.1&partnerID=40&md5=fe6d3ef98fd1e7682ea42c7ba10bd1a1,"The zero crossings in potential fields are characteristic points that describe the shape of anomalies. In a 2D map, the zero crossings form a set of zero-value contour lines, and they are dependent upon source parameters and data component. In this paper, we investigate the properties of the zero crossings in magnetic fields and their use in interpretation. We first derive analytic expressions for the zero contour lines of the fields produced by dipoles, and show that they are conic curves formed by the intersection of a characteristic cone with the observation plane. We define these zero contour lines as zero level curves and the cones zero level surfaces. The zero level curves contain the complete information about the source location and dipole direction, and can be used to estimate source depth and magnetization direction. As a result, zero level curves may offer a new means for quantitative interpretation of potential-field data. © 2018 SEG.",,Analytic expressions; Characteristic point; Complete information; Magnetization direction; Observation planes; Potential field datum; Quantitative interpretation; Source parameters; Contour measurement
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058560816&doi=10.1111%2fgcb.14481&partnerID=40&md5=fb03121d5f19e55cee5fb82cb769b94d,"Wheat grain protein concentration is an important determinant of wheat quality for human nutrition that is often overlooked in efforts to improve crop production. We tested and applied a 32-multi-model ensemble to simulate global wheat yield and quality in a changing climate. Potential benefits of elevated atmospheric CO 2 concentration by 2050 on global wheat grain and protein yield are likely to be negated by impacts from rising temperature and changes in rainfall, but with considerable disparities between regions. Grain and protein yields are expected to be lower and more variable in most low-rainfall regions, with nitrogen availability limiting growth stimulus from elevated CO 2 . Introducing genotypes adapted to warmer temperatures (and also considering changes in CO 2 and rainfall) could boost global wheat yield by 7% and protein yield by 2%, but grain protein concentration would be reduced by −1.1 percentage points, representing a relative change of −8.6%. Climate change adaptations that benefit grain yield are not always positive for grain quality, putting additional pressure on global wheat production. © 2018 John Wiley & Sons Ltd",climate change adaptation; climate change impact; food security; grain protein; wheat,"adaptation; carbon dioxide; climate change; climate effect; concentration (composition); crop production; crop yield; food security; protein; wheat; Triticum aestivum; carbon dioxide; nitrogen; adaptation; analysis; chemistry; climate change; drought; food quality; metabolism; physiology; temperature; theoretical model; wheat; Adaptation, Physiological; Carbon Dioxide; Climate Change; Droughts; Food Quality; Grain Proteins; Models, Theoretical; Nitrogen; Temperature; Triticum"
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045045179&doi=10.1177%2f0010414018762369&partnerID=40&md5=f1add9a57c5795b54a7d69d72f6898fc,"A prominent line of theories holds that proportional representation (PR) was introduced in many European democracies by a fragmented bloc of conservative parties seeking to preserve their legislative seat shares after franchise extension and industrialization increased the vote base of socialist parties. In contrast to this “seat-maximization” account, we focus on how PR affected party leaders’ control over nominations, thereby enabling them to discipline their followers and build more cohesive parties. We explore this “party-building” account in the case of Norway, using roll call data from six reform proposals in 1919. We show that leaders were more likely to vote in favor of PR than rank-and-file members, even controlling for the parties’ expected seat payoffs and the district-level socialist electoral threat facing individual legislators. Moreover, using within-legislator variation, we show that the internal cohesion of parties increased significantly after the introduction of PR. © The Author(s) 2018.",electoral reform; Europe; Norway; party cohesion; proportional representation,
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061432220&doi=10.1109%2fCIST.2018.8596494&partnerID=40&md5=74929bb71105b91d3bdcb55ecca62678,"Digitization of the documental heritage conserved in libraries and archives is a common practice, in order to ensure the preservation and fruition of this extended part of the human cultural and historical patrimony. For the most precious, fragile and difficult to read and decipher manuscripts, specialized though portable digitization equipment, such as high resolution multispectral/hyperspectral cameras, is nowadays available. Digitization made it possible the increasingly extensive use of digital image processing techniques, to perform a number of virtual restoration tasks, which constitute a first, often necessary step prior subsequent automatic analysis of the writing contents, with the ultimate goal to perform automatic transcription and/or natural language processing tasks. Here we report our experience in this field, referring, as a case study, to the problem of removing one of the most frequent and impairing degradation affecting many ancient manuscripts, i.e., the bleed-through distortion. In this case, virtual restoration gives also the immediate benefit to facilitate the work of philologists and paleographers interested in examining and transcribing the manuscript in a traditional way. © 2018 IEEE.",Ancient manuscript restoration; bleed-through removal; blind source separation; recto-verso registration; sparse representation inpainting,Blind source separation; Image processing; Natural language processing systems; Transcription; Automatic analysis; Automatic transcription; Bleed-through removals; Digital image processing technique; Inpainting; NAtural language processing; recto-verso registration; Virtual restoration; Restoration
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060194748&doi=10.1109%2fISGTEurope.2018.8571432&partnerID=40&md5=c44403e661e1699f6e249be442796506,"Phasor estimation is crucial for monitoring and control of smart power systems. The classical signal processing method named Prony has been used for estimating the parameters of measured signals such as frequency, damping factor and phasor. To reduce the impact of noise on the parameters estimated by Prony, multi-channel Prony has been previously explored and presented in the literature. The basic approach for multi-channel Prony is a generalized solution, in which new rows are added to matrices for every channel. Since the generalized multi-channel Prony is time-consuming, a new method based on recursive solution is proposed in this paper to make it suitable for real-Time application. Here, several channels of one Phasor Measurement Unit (PMU) are used to estimate the phasor of current/voltage in a recursive pattern, in which the phasor is computed recursively over time based on previously calculated estimates and new measurements. The proposed method is compared with three other solutions for multi-channel Prony: A) data fusion which is based on the Kalman filter concept, b) an alternating direction method of multipliers (ADMM), and c) a consensus update approach which is based on an iterative procedure. Simulation results demonstrate the ability of the proposed method for real-Time phasor estimation, both in terms of maintaining the accuracy and reducing computation time. © 2018 IEEE.",Multi-channel Prony; Phasor estimation; Prony algorithm; Recursive least square; Weighted least square,Data fusion; Electric power transmission networks; Iterative methods; Phasor measurement units; Signal processing; Smart power grids; Multi channel; Phasor estimation; Prony algorithm; Recursive least square (RLS); Weighted least squares; Parameter estimation
